Date,Price,Open,High,Low,Change %,Change,rf,VaR,kelly,kelly_ratio,portfolio,equity,cash
01/03/2007,1416.6,1418.03,1429.42,1407.86,-0.12%,-0.0012,9.17440933618785e-05,-0.009899999999999999,11.20482248217943,0.1120482248217943,1.0,0.1120482248217943,0.8879517751782057
01/04/2007,1418.34,1416.6,1421.84,1408.43,0.12%,0.0012,9.096208467762601e-05,-0.009899999999999999,11.17293921797237,0.1117293921797237,1.0,0.11218268269158047,0.8880325451227691
01/05/2007,1409.71,1418.34,1418.34,1405.75,-0.61%,-0.0060999999999999995,9.213504061444944e-05,-0.009899999999999999,11.233331006188227,0.11233331006188227,1.0002152278143495,0.11149836832716183,0.8881143640373809
01/08/2007,1412.84,1409.26,1414.98,1403.97,0.22%,0.0022,9.252594981701279e-05,-0.009899999999999999,11.290461920143644,0.11290461920143643,0.9996127323645427,0.11174366473748158,0.8881965376624595
01/09/2007,1412.11,1412.84,1415.61,1405.42,-0.05%,-0.0005,9.291682097734011e-05,-0.009899999999999999,11.270433232651055,0.11270433232651055,0.9999402023999411,0.11168779290511285,0.8882790660611423
01/10/2007,1414.85,1408.7,1415.99,1405.32,0.19%,0.0019,9.40892062770704e-05,-0.009899999999999999,11.542369346657564,0.11542369346657563,0.9999668589662551,0.11189999971163257,0.8883626435334205
01/11/2007,1423.82,1414.84,1427.12,1414.84,0.63%,0.0063,9.604242161942445e-05,-0.009899999999999999,11.605305606983501,0.11605305606983501,1.0002626432450532,0.11260496970981586,0.8884479640329818
01/12/2007,1430.73,1423.82,1431.23,1422.58,0.49%,0.0049,9.760431028493777e-05,-0.009899999999999999,12.066642509698177,0.12066642509698176,1.0010529337427976,0.11315673406139394,0.8885346803837353
01/16/2007,1431.9,1430.73,1433.93,1428.62,0.08%,0.0008,9.643295073091807e-05,-0.009899999999999999,11.971251885974477,0.11971251885974477,1.0016914144451292,0.11324725944864304,0.8886203644047914
01/17/2007,1430.62,1431.77,1435.27,1428.57,-0.09%,-0.0009,9.721389505634725e-05,-0.009899999999999999,11.744405484849626,0.11744405484849625,1.0018676238534345,0.11314533691513927,0.8887067506516416
