Date,Close,Change,loan_rate,deposit_rate,rf
2004-01-02,1108.47998046875,,,,
2004-01-05,1122.219970703125,0.012395343602475073,,,
2004-01-06,1123.6700439453125,0.0012921470656763745,,,
2004-01-07,1126.3299560546875,0.002367164741738481,,,
2004-01-08,1131.9200439453125,0.0049630997209786365,,,
2004-01-09,1121.8599853515625,-0.008887605310606284,,,
2004-01-12,1127.22998046875,0.004786689236896846,,,
2004-01-13,1121.219970703125,-0.00533166245554062,,,
2004-01-14,1130.52001953125,0.008294580074499347,,,
2004-01-15,1132.050048828125,0.0013533854071061668,,,
2004-01-16,1139.8299560546875,0.0068724057161748675,,,
2004-01-20,1138.77001953125,-0.0009299075864844797,,,
2004-01-21,1147.6199951171875,0.0077715214083178275,,,
2004-01-22,1143.93994140625,-0.003206683158706869,,,
2004-01-23,1141.550048828125,-0.0020891766181247995,,,
2004-01-26,1155.3699951171875,0.012106299065248738,,,
2004-01-27,1144.050048828125,-0.009797680688353294,,,
2004-01-28,1128.47998046875,-0.01360960420859536,,,
2004-01-29,1134.1099853515625,0.00498901618128289,,,
2004-01-30,1131.1300048828125,-0.0026275938905750973,,,
2004-02-02,1135.260009765625,0.003651220341591488,,,
2004-02-03,1136.030029296875,0.000678275923247762,,,
2004-02-04,1126.52001953125,-0.008371266181679271,,,
2004-02-05,1128.5899658203125,0.0018374695994518575,,,
2004-02-06,1142.760009765625,0.012555528911700975,,,
2004-02-09,1139.81005859375,-0.0025814266745999292,,,
2004-02-10,1145.5400390625,0.005027136254455833,,,
2004-02-11,1157.760009765625,0.010667432203527172,,,
2004-02-12,1152.1099853515625,-0.004880134368439815,,,
2004-02-13,1145.81005859375,-0.0054681643574940875,,,
2004-02-17,1156.989990234375,0.009757229443723148,,,
2004-02-18,1151.8199462890625,-0.004468529536945431,,,
2004-02-19,1147.06005859375,-0.004132492852418457,,,
2004-02-20,1144.1099853515625,-0.002571855954782487,,,
2004-02-23,1140.989990234375,-0.002727006281855626,,,
2004-02-24,1139.0899658203125,-0.0016652419655953654,,,
2004-02-25,1143.6700439453125,0.004020822114521705,,,
2004-02-26,1144.9100341796875,0.0010842202617262764,,,
2004-02-27,1144.93994140625,2.6121900996267655e-05,,,
2004-03-01,1155.969970703125,0.009633718676394176,,,
2004-03-02,1149.0999755859375,-0.005943056732701124,,,
2004-03-03,1151.030029296875,0.001679622097244815,,,
2004-03-04,1154.8699951171875,0.0033361126317947853,,,
2004-03-05,1156.8599853515625,0.0017231292204220594,,,
2004-03-08,1147.199951171875,-0.00835021895649013,,,
2004-03-09,1140.5799560546875,-0.005770567816382077,,,
2004-03-10,1123.8900146484375,-0.014632855257233457,,,
2004-03-11,1106.780029296875,-0.01522389658112111,,,
2004-03-12,1120.5699462890625,0.012459492064514466,,,
2004-03-15,1104.489990234375,-0.014349801284550545,,,
2004-03-16,1110.699951171875,0.005622469187051893,,,
2004-03-17,1123.75,0.011749391736585624,,,
2004-03-18,1122.3199462890625,-0.0012725728239710854,,,
2004-03-19,1109.780029296875,-0.011173210485700302,,,
2004-03-22,1095.4000244140625,-0.012957527170427863,,,
2004-03-23,1093.949951171875,-0.0013237841974333975,,,
2004-03-24,1091.3299560546875,-0.0023949862737147054,,,
2004-03-25,1109.18994140625,0.016365339604649698,,,
2004-03-26,1108.06005859375,-0.0010186558409170932,,,
2004-03-29,1122.469970703125,0.01300463092917803,,,
2004-03-30,1127.0,0.0040357688090642,,,
2004-03-31,1126.2099609375,-0.0007010107031942825,,,
2004-04-01,1132.1700439453125,0.005292159734452184,,,
2004-04-02,1141.81005859375,0.008514634970242296,,,
2004-04-05,1150.5699462890625,0.007671930746608657,,,
2004-04-06,1148.1600341796875,-0.0020945376829524243,,,
2004-04-07,1140.530029296875,-0.006645419328032753,,,
2004-04-08,1139.3199462890625,-0.001060983031335394,,,
2004-04-12,1145.199951171875,0.005160977741120565,,,
2004-04-13,1129.43994140625,-0.013761797448120672,,,
2004-04-14,1128.1700439453125,-0.0011243603261952284,,,
2004-04-15,1128.8399658203125,0.0005938128552476218,,,
2004-04-16,1134.6099853515625,0.005111459290916498,,,
2004-04-19,1135.8199462890625,0.001066411324702976,,,
2004-04-20,1118.1500244140625,-0.015556974441883087,,,
2004-04-21,1124.0899658203125,0.005312293767880227,,,
2004-04-22,1139.9300537109375,0.014091476992293517,,,
2004-04-23,1140.5999755859375,0.0005876868258882784,,,
2004-04-26,1135.530029296875,-0.004444981937210768,,,
2004-04-27,1138.1099853515625,0.00227202802931159,,,
2004-04-28,1122.4100341796875,-0.013794757425861004,,,
2004-04-29,1113.8900146484375,-0.0075908262326582765,,,
2004-04-30,1107.300048828125,-0.005916172812081788,,,
2004-05-03,1117.489990234375,0.009202511475578934,,,
2004-05-04,1119.550048828125,0.0018434693927933399,,,
2004-05-05,1121.530029296875,0.0017685502053459423,,,
2004-05-06,1113.989990234375,-0.006722993469222671,,,
2004-05-07,1098.699951171875,-0.013725472577435949,,,
2004-05-10,1087.1199951171875,-0.010539689241213068,,,
2004-05-11,1095.449951171875,0.007662407178693709,,,
2004-05-12,1097.280029296875,0.0016706177430034774,,,
2004-05-13,1096.43994140625,-0.0007656093870251901,,,
2004-05-14,1095.699951171875,-0.0006749026612674625,,,
2004-05-17,1084.0999755859375,-0.010586817653437941,,,
2004-05-18,1091.489990234375,0.0068167279908324385,,,
2004-05-19,1088.6800537109375,-0.002574404299240607,,,
2004-05-20,1089.18994140625,0.00046835403438727496,,,
2004-05-21,1093.56005859375,0.004012263629480151,,,
2004-05-24,1095.4100341796875,0.001691700031835941,,,
2004-05-25,1113.050048828125,0.01610357226793835,,,
2004-05-26,1114.93994140625,0.0016979403398029724,,,
2004-05-27,1121.280029296875,0.005686483778335472,,,
2004-05-28,1120.6800537109375,-0.0005350809523592126,,,
2004-06-01,1121.199951171875,0.00046391247815646963,,,
2004-06-02,1124.989990234375,0.0033803418012448017,,,
2004-06-03,1116.6400146484375,-0.0074222665609654515,,,
2004-06-04,1122.5,0.005247873329532693,,,
2004-06-07,1140.4200439453125,0.015964404405623522,,,
2004-06-08,1142.1800537109375,0.0015432995719157905,,,
2004-06-09,1131.3299560546875,-0.00949946343485697,,,
2004-06-10,1136.469970703125,0.004543338237380734,,,
2004-06-14,1125.2900390625,-0.009837419314923102,,,
2004-06-15,1132.010009765625,0.005971767695307717,,,
2004-06-16,1133.56005859375,0.0013692889769110206,,,
2004-06-17,1132.050048828125,-0.0013320950700206335,,,
2004-06-18,1135.02001953125,0.002623533037430237,,,
2004-06-21,1130.300048828125,-0.004158491147208343,,,
2004-06-22,1134.4100341796875,0.003636189661164524,,,
2004-06-23,1144.06005859375,0.008506645854063244,,,
2004-06-24,1140.6500244140625,-0.0029806426280444276,,,
2004-06-25,1134.4300537109375,-0.005453005365357422,,,
2004-06-28,1133.3499755859375,-0.0009520887792657806,,,
2004-06-29,1136.199951171875,0.0025146474145940623,,,
2004-06-30,1140.8399658203125,0.004083801133464071,,,
2004-07-01,1128.93994140625,-0.010430932269721027,,,
2004-07-02,1125.3800048828125,-0.003153344471985897,,,
2004-07-06,1116.2099609375,-0.008148397790546658,,,
2004-07-07,1118.3299560546875,0.001899279876885318,,,
2004-07-08,1109.1099853515625,-0.008244410026940319,,,
2004-07-09,1112.81005859375,0.003336074231641284,,,
2004-07-12,1114.3499755859375,0.001383809375459455,,,
2004-07-13,1115.1400146484375,0.0007089685285670555,,,
2004-07-14,1111.469970703125,-0.003291105957191842,,,
2004-07-15,1106.68994140625,-0.0043006373747112026,,,
2004-07-16,1101.3900146484375,-0.004788989724690218,,,
2004-07-19,1100.9000244140625,-0.00044488349073279476,,,
2004-07-20,1108.6700439453125,0.007057879334125161,,,
2004-07-21,1093.8800048828125,-0.013340343362997498,,,
2004-07-22,1096.8399658203125,0.002705928369005184,,,
2004-07-23,1086.199951171875,-0.00970060809233908,,,
2004-07-26,1084.0699462890625,-0.0019609694149907986,,,
2004-07-27,1094.8299560546875,0.009925567812721026,,,
2004-07-28,1095.4200439453125,0.0005389767491852382,,,
2004-07-29,1100.4300537109375,0.004573596944219327,,,
2004-07-30,1101.719970703125,0.0011721935327353439,,,
2004-08-02,1106.6199951171875,0.0044476133176885035,,,
2004-08-03,1099.68994140625,-0.0062623608298381095,,,
2004-08-04,1098.6300048828125,-0.0009638503395621445,,,
2004-08-05,1080.699951171875,-0.0163203750409584,,,
2004-08-06,1063.969970703125,-0.015480689575870343,,,
2004-08-09,1065.219970703125,0.0011748451877584554,,,
2004-08-10,1079.0400390625,0.012973910309109993,,,
2004-08-11,1075.7900390625,-0.0030119364271447013,,,
2004-08-12,1063.22998046875,-0.011675195100984137,,,
2004-08-13,1064.800048828125,0.001476696846605785,,,
2004-08-16,1079.3399658203125,0.013655067923963315,,,
2004-08-17,1081.7099609375,0.00219578185950553,,,
2004-08-18,1095.1700439453125,0.012443338319771735,,,
2004-08-19,1091.22998046875,-0.0035976727982519607,,,
2004-08-20,1098.3499755859375,0.006524742945688722,,,
2004-08-23,1095.6800537109375,-0.0024308480305429425,,,
2004-08-24,1096.18994140625,0.000465361848639656,,,
2004-08-25,1104.9599609375,0.008000456125331068,,,
2004-08-26,1105.0899658203125,0.00011765574084887653,,,
2004-08-27,1107.77001953125,0.0024251905218848346,,,
2004-08-30,1099.1500244140625,-0.007781394120807694,,,
2004-08-31,1104.239990234375,0.004630819912892159,,,
2004-09-01,1105.9100341796875,0.0015123921974227184,,,
2004-09-02,1118.31005859375,0.011212507374761538,,,
2004-09-03,1113.6300048828125,-0.004184933932207091,,,
2004-09-07,1121.300048828125,0.006887425726392449,,,
2004-09-08,1116.27001953125,-0.00448589055367643,,,
2004-09-09,1118.3800048828125,0.0018902105356628507,,,
2004-09-10,1123.9200439453125,0.004953628496854767,,,
2004-09-13,1125.8199462890625,0.0016904248251332632,,,
2004-09-14,1128.3299560546875,0.002229494844089963,,,
2004-09-15,1120.3699951171875,-0.007054639376351202,,,
2004-09-16,1123.5,0.002793724302198042,,,
2004-09-17,1128.550048828125,0.004494925525700966,,,
2004-09-20,1122.199951171875,-0.0056267754033982875,,,
2004-09-21,1129.300048828125,0.006326945255019423,,,
2004-09-22,1113.56005859375,-0.013937828348372427,,,
2004-09-23,1108.3599853515625,-0.0046697734909371125,,,
2004-09-24,1110.1099853515625,0.001578909400491213,,,
2004-09-27,1103.52001953125,-0.005936317939006286,,,
2004-09-28,1110.06005859375,0.005926525071360267,,,
2004-09-29,1114.800048828125,0.0042700304345510975,,,
2004-09-30,1114.5799560546875,-0.0001974280263701278,,,
2004-10-01,1131.5,0.015180646173832857,,,
2004-10-04,1135.1700439453125,0.0032435209415047073,,,
2004-10-05,1134.47998046875,-0.0006078943681108173,,,
2004-10-06,1142.050048828125,0.00667272097322269,,,
2004-10-07,1130.6500244140625,-0.00998207077330826,,,
2004-10-08,1122.1400146484375,-0.0075266524405155355,,,
2004-10-11,1124.3900146484375,0.002005097377001386,,,
